,text,hashtags
290,"📢Join the 48h non-profit online #hackathon on April 3-5 to fight the #covid_19 crisis 

🙋‍♀️Happy to support this initiative organised by @CopCap

Want to create solutions to address the COVID-19 challenges? 

💪Hack the crisis 
https://t.co/dVGs1uU1aF https://t.co/e24ipJK97f","['hackathon', 'covid']"
291,"Call for collaboration: Mindstream AI’s Virtual #Hackathon: #AI vs. #COVID19 bringing together businesses, data scientists and #biomedical researchers to explore ways to combat #CoronaVirus 18-19 April 
@KTNUK Register here 👉 https://t.co/Tab1rdGOOw https://t.co/0XKLd470x1","['hackathon', 'ai', 'covid']"
292,Take part in the #COVID19 global online #Hackathon #theglobalhack @garage48⁩ ⁦@theglobalhack⁩ #solutions #tech #startups  https://t.co/hkKxAUQSVK,"['covid', 'hackathon', 'theglobalhack', 'solutions', 'tech']"
293,#HackHospitality at Home: #hospitalityindustry #COVID19 #tech #hackathon https://t.co/ARisZ3CZmW,"['hackhospitality', 'hospitalityindustry', 'covid', 'tech', 'hackathon']"
294,"Wanted: #TekkieHeroes

Azerbaijan's virtual #hackathon invites tech solutions from around the world to cope with #coronavirus pandemic.

Register today: https://t.co/9JBuEqdCu4 https://t.co/9wiE2SO8sS","['tekkieheroes', 'hackathon']"
295,"📢📢📢Join the fight against #COVID19: #HRvsVirus #Hackathon 

Submit your work-related challenges, invite your peers, and collaborate to find solutions that will unite us around a common purpose.

Join us! We need your skills and creativity! https://t.co/1e0PjWdAjR","['covid', 'hrvsvirus', 'hackathon']"
296,"#CodeVsCOVID19 #hackathon #VersusVirus @VersusVirusCH
#earlybeep_covid19 #COVID19 @BAG_OFSP_UFSP 

Code helps, our App helps! 
One of the fasted crowing Apps in Europe! #startup 

https://t.co/BdevszyXCi

✅ Covid-19 Assistance! 
⚠️ Find Help 
⚠️ Offer Help https://t.co/i2BK0LCZw8","['codevscovid', 'hackathon', 'versusvirus', 'earlybeepcovid', 'covid']"
297,"Government's #technology agency @GovTechPL has launched a virtual edition of the largest stationary #hackathon in #Europe, @HackYeah, with the aim of combating the effects of the #coronavirus #epidemic.
@MC_GOV_PL 
#Poland #programming #COVIDー19 
More:
https://t.co/aFoIqPqR9W","['technology', 'hackathon']"
298,"#BuildforCOVID19 Global #Hackathon is a great opportunity for designers and developers to build solutions that drive social impact, with the aim of tackling some of the challenges related to the current coronavirus pandemic. 
https://t.co/wR0VlZHKED #solidarietàdigitale","['buildforcovid', 'hackathon']"
299,"Hackers assemble! Hack the Crisis is an online #hackathon on April 3–6, by @DIGG_Sverige, @HackForSweden, @OpenHackC4H and the Swedish Government to gather creative ideas and design solutions for the ongoing fight against the #COVID19 #pandemic 👉 https://t.co/MGVegcUtcB",['hackathon']
300,"Wanted: #TekkieHeroes

Our Lab team in @UNDPAzerbaijan is holding a virtual #hackathon to find tech solutions from around the world address the #COVID19 pandemic. 

Learn more and register here: https://t.co/Yens2My6Hv","['tekkieheroes', 'hackathon']"
301,"Okay, #coders and #hackers we have less than 30 days left in this #COVID19 #hackathon challenge. Join the challenge &amp; help lots of people in the process!

Please reshare: @StackOverflow, @github, @TheHackersNews, @learningcode, @Startup_Canada

 https://t.co/GpPKdMsjix","['coders', 'hackers', 'covid', 'hackathon']"
302,"The response to the #hackathon is incredible 👏
👉 More than 400 challenges have been sent in &amp; over 1500 participants have signed up already. 
🌎Anyone can participate, no hacking skills required, all languages and backgrounds are welcome. Sign up now to be part of #versusvirus",['hackathon']
303,"#TelAviv -Yafo municipality &amp; global sesilient cities will host a #coronavirus #hackathon from April 5th-7th. #Stayhome, sign up and have fun!  

https://t.co/GILKvdzdls","['telaviv', 'coronavirus', 'hackathon']"
304,"Supporting businesses during lockdown crisis: made a demo project for #covid19 #hackathon, BackSME https://t.co/Ep3nyCpdeN. Be it a local restaurant or beauty salon, every org that can register with @stripe, may use it to sell coupons for their future services #HelpingOthers","['covid', 'hackathon']"
305,"The #COVID19 Global #Hackathon brought nearly 19,000 participants, ~3,700 submitters, and ~1,600 submissions. The global tech community is fighting back.
We will prevail. 
https://t.co/O5CI0SJzz1","['covid', 'hackathon']"
306,"#TelAviv #coronavirus #hackathon from April 5th-7th. The technology you develop in this hackathon will be used by cities around the world to save businesses from collapsing and aid communities who need it the most. #Stayhome, sign up and have fun!
https://t.co/GILKvdzdls","['telaviv', 'coronavirus', 'hackathon']"
307,"Let's overcome this situation together! 
These are the themes for the HackCovid-19 #Online #Interactive #Hackathon!
Come up with your solutions and #SaveLives
Register at: https://t.co/n7noZPdNxB
#FightFromHome #Covid19 #IndiaFightsCorona #WorkFromHome #Lockdown #BeingResponsible https://t.co/mrF1XHGtoB","['online', 'interactive', 'hackathon']"
308,Excited to be part of the #VersusVirus #hackathon - A new experience online and as a mentor. Looking forward to helping with making a difference on the #COVID19 situation!,"['versusvirus', 'hackathon']"
309,"This weekend, join @NHSX, @dataswift_io and other international partners for an anti-viral virtual #hackathon to develop technological solutions to #Coronavirus challenges. #UKinPortugal #ScienceisGREAT #CollaborationisGREAT @UKSINet",['hackathon']
310,"Join @dataswift_io, @NHSX &amp; other intl partners for a virtual #hackathon this weekend to develop tech solutions to Coronvirus challenges 💡Sign up and share your innovative ideas! 👉 https://t.co/hxhlklPj0h",['hackathon']
311,We have 3 days of awesome events planned for you 🚀to kick off the #Covidathon #hackathon! Thu - Fri - Sat at 8:30 PM CET webinars on various aspects of privacy-preserving AI. Register for all three https://t.co/jiMdYYRfF2 https://t.co/fMNEinP9Vd,"['covidathon', 'hackathon']"
312,"#covid19 Global #Hackathon is an opportunity for developers to build software solutions that drive social impact, with the aim of tackling some of the challenges related to the current pandemic https://t.co/EsPam8Gyvp https://t.co/TYJ7mp4exw","['covid', 'hackathon']"
313,Good example of innovation in response to #COVID2019 -- Check out this #hackathon submission.,"['covid', 'hackathon']"
314,"Calling all #Devpost members! We have submitted to the HACK #COVID19 Pandemic Response #hackathon. Take a look, sign-up and please vote. We will need developers! - https://t.co/6a5G2dSnuk via @devpost 

#AI #DevOps #IoT  #coronavirus @evankirstel https://t.co/t1BrGoE7zo","['devpost', 'covid', 'hackathon']"
315,"Looking forward to being a mentor at #VersusVirus, the online #hackathon against #COVID19! Join us on April 3-5 and let’s together find solutions for the current challenges. https://t.co/kUBAyFAc6I #innovation #entrepreneurship #socialimpact #purpose #Switzerland @ImpactHubCH https://t.co/cIkHizl4oI","['versusvirus', 'hackathon', 'covid']"
316,"Be a part of #TheGlobalHack, an online #hackathon solving the problems we are facing as a global society during #covid19 

Deadline to submit your ideas is 6th April!!","['theglobalhack', 'hackathon']"
317,"🌍 It’s time to unite for the biggest #hackathon of our lives. Hacking the crises one idea at a time. So we never have to lockdown again! Join the movement 🙋‍♀️🙋‍♂️https://t.co/98fv5Re12B
👇 #theglobalhack #coronacrisis 👇https://t.co/fcR0C7AXlE",['hackathon']
318,"Fifty organizations all over Switzerland mobilized to create #VersusVirus, a virtual #hackathon from April 3 to 5, 2020, to fight and treat #COVID19, under the patronage of the Federal Department of Home Affairs. 

Find out more and participate: https://t.co/LyyjStncD4 https://t.co/rkxnU9Gea8","['versusvirus', 'hackathon']"
319,"Online #Hackathon by Data Natives to find creative solutions for given problems within a short period of time see #coronavirus 
Fri, 20 Mar 2020, 17:00 – Sun, 22 Mar 2020, 19:00 CET
Fri, 20 Mar 2020, 17:00 – Sun, 22 Mar 2020, 19:00 CET https://t.co/LJggs5NbAC #healthtech #eHealth",['hackathon']
320,"The #VersusVirus virtual #hackathon is happening tomorrow! Hear from @philippe_isler, Director @GATFnews, why we are supporting @VersusVirusCH and why #TradeFacilitation matters in times of crisis! 👨‍💻👩‍💻📽️https://t.co/8Spro0k72m #Covid19 @InesKnapper @theportatcern https://t.co/B6MOHj5PQo","['versusvirus', 'hackathon']"
321,"COVID-19 is setting the stage to spur #healthcare #innovation in Canada #COVID19 #hackathon #hackinghealth
https://t.co/9m3jv7n3M4","['healthcare', 'innovation', 'covid', 'hackathon', 'hackinghealth']"
322,"The team originating from #Estonia announced The Global Hack (9-12 April, 2020), world's biggest #hackathon to ""hack the crisis"", to imagine the possibilities and create solutions to meet the needs of our changed #world.
#coronavirus #theglobalhack
https://t.co/Jmp8vG2vTg https://t.co/lEqGX6DR2h","['estonia', 'hackathon']"
323,"Do something!?!  

Virtual #hackathon #SWeekendRemote edition to help tackle #COVID19 problems to be held online, organised by the 'inimitable' @genemurphy 

For info @SimonCocking @hakki_alkan Martyn Landi Gergely Brückner @editoremacb @rafirasi Mark Pau…https://t.co/2Ia3wJXWzt","['hackathon', 'sweekendremote', 'covid']"
324,"Is this the biggest LAN party in the world? No, its' a #hackathon initiated by the German government with the motto #WirVsVirus. At the event, participants should find #digital solutions for new problems that come along with the #coronacrisis. 
#Covid_19

https://t.co/P8QtJyTtvP",['hackathon']
325,"A #virtual #hackathon bringing together #Biomedical and #data #scientists to explore ways to combat #Coronavirus

👇👇👇
https://t.co/1yAShJti7V","['virtual', 'hackathon', 'biomedical', 'data', 'scientists', 'coronavirus']"
326,The German government is organizing a #Hackathon to find creative solutions to the challenges arising around #COVID19. Great to see our partners @PT_Deutschland  @SEND_ev &amp; @ImpactHubBLN are part of this initiative! Find out more ➡️ https://t.co/jpRSmTKr3X,['hackathon']
327,Does anyone know of similar upcoming initiatives but in English? #COVID19 #Hackathon https://t.co/qwE40Jf4Y3,"['covid', 'hackathon']"
328,"💥 We at #ImpactHubBerlin are facilitating what could be our biggest #Hackathon to date *tomorrow*.

Excited to work with such great partners to fight #COVID19! #WirVsVirus

@WirVsVirusHack @HBraun @codeforde @initiatived21 @PT_Deutschland @prototypefund @SEND_ev @Tech4Germany","['impacthubberlin', 'hackathon']"
329,"What is #hackthecrisis? ""More than 1100 people from over 20 countries and 14 timezones gathered in a #hackathon to develop solutions to help #Estonia emerge from the #coronavirus crisis and create competitive advantages for the post-crisis period."" https://t.co/2qsuKZIGBC","['hackthecrisis', 'hackathon']"
330,"FEEDBACK wanted! Our #Hackathon teams from across the globe have developed TWO apps to help first responders who are responding to the #COVID19 pandemic. 

Voting🗳️ is now open until March 24 at 14:00 UTC. Cast your votes here https://t.co/pulmOyi4VB.

#technology #codevid19 https://t.co/YuCcCnLVNm",['hackathon']
331,"The Center for Emerging and Neglected Diseases announces the Virtual 2020 #Coronavirus Diagnostic #Hackathon, March 25th - 26th. Apps open to students, academics, industry, &amp; #publichealth professionals.
https://t.co/urlk08Lzkj","['coronavirus', 'hackathon']"
332,Hey that's us! &lt;3 #hackathon #tech #covid19 #tech #community,"['hackathon', 'tech', 'covid', 'tech', 'community']"
333,Hey that's us! &lt;3 #hackathon #tech #covid19 #community,"['hackathon', 'tech', 'covid', 'community']"
334,"Tackling the challenge, now! After #COVID19 @garage48 #hackathon in Estonia, Germany is following. Call for participation 👇. Next step, go #European @vonderleyen ⁉️ #COVID2019de @Tech4Germany @prototypefund @codeforde @PT_Deutschland @ImpactHubBLN @SEND_ev @initiatived21 @HBraun","['covid', 'hackathon']"
335,"LAST CALL ❗❗❗

@VersusVirusCH is an online #Hackathon initiated in #Switzerland dedicated to developing tangible solutions to counter #coronavirus and #COVID19. 

Today is the last day to submit! #VersusVirus #AIforGood @LF_Brunner

Register https://t.co/mrVKwnzy9H https://t.co/BtrSjOevS7","['hackathon', 'switzerland']"
336,"Call for Hungarian developers to #hackthecrisishun! Sign up for the 48h online #hackathon to #develop solutions that support key professionals, organizations, communities and educational institutions in this difficult time caused by the #coronavirus.  https://t.co/kYPop7Wx7P https://t.co/i8Pmqmwqcy","['hackthecrisishun', 'hackathon', 'develop']"
337,And for all #developers + creative #product folks Mozilla is running an 8 week Spring Lab #hackathon to #prototype great product ideas in a number of areas. Among them #misinformation and #messaging and #COVID19 related ideas. Spread the word + join us! https://t.co/AcBLd54ZN9,"['developers', 'product', 'hackathon', 'prototype']"
338,ZDNet: Debian Linux readies an anti-coronavirus hack-a-thon - https://t.co/pUOvnzJp7a #covid19 #opensource #hackathon,"['covid', 'opensource', 'hackathon']"
339,Teens in AI COVID-19 Hack - Call for Challenges ⁦@elena_sinel⁩ looking forward to supporting this #hackathon ⁦@TeensInAI⁩ ⁦@RamiRanger⁩ ⁦@kerryandlacey⁩ ⁦⁩ ⁦@gatesfoundation⁩ ⁦@RockefellerFdn⁩ ⁦@WHIS2020⁩  https://t.co/wu96rznuGg,['hackathon']
340,"You‘re a #developer and wanna #code for the greater good?👩‍💻👨‍💻💙

#codeFromHome #CallForCode #hackathon #coronavirus #COVID19de #CodeNewbie","['developer', 'code', 'codefromhome', 'callforcode', 'hackathon']"
341,"If tech people want to do a #covid19 #hackathon, then make an app that identifies #coronavirus scams. The best thing they can do is fight misinformation. Leave the rest to doctors.","['covid', 'hackathon', 'coronavirus']"
342,"#Slack #Facebook #Microsoft #AWS @WHO &amp; others Launch #COVID19 Global #hackathon https://t.co/URdTKaYMnY

#coronavirus https://t.co/hDB6fjGWJi","['slack', 'facebook', 'microsoft', 'aws', 'covid', 'hackathon']"
343,"SOFTWARE DEVELOPERS

A #hackathon is being organized globally to build solutions to drive social impact for #COVID19 

Details: 
https://t.co/2S6qVN8xg3",['hackathon']
344,A #Hackathon To Battle The #Coronavirus Pandemic | @thenextplatform #healthcare #healthtech https://t.co/4ks3VfdDca,"['hackathon', 'coronavirus', 'healthcare', 'healthtech']"
345,"#HackTheCrisis – INDIA Online #Hackathon @ #AICTEdge:

Searching #Ideas on containment of #Coronavirus #Covid-19 with intent to develop (non-medical) solutions to deal with its aftermath!

Last Date: April 2, 2020

Details: https://t.co/11BAHLyKFk

#StayHome #StayAtHomeChallenge https://t.co/VLqehlDY3M","['hackthecrisis', 'hackathon', 'aictedge', 'ideas', 'coronavirus', 'covid']"
346,"Are you ready to #hack this🦠? 💪👊
Following the success of the #Estonia #hackathon to combat #coronavirus i'm super happy to help the @garage48 &amp; other take this initiative #Global 🌎. Details below👇
#News #Tech #Media &amp; #journalists, DM if you want #pressrelease &amp; Media Kits!","['hack', 'estonia', 'hackathon', 'coronavirus']"
347,"Call for collaboration: Mindstream AI’s Virtual #Hackathon: #AI Vs #COVID19 bringing together businesses, data scientists &amp; #biomedical researchers to explore ways to combat #CoronaVirus 14-19 April.

Register here 👉 https://t.co/Tab1rdGOOw 

@KTNUK @WiredSussex @UniversitiesUK https://t.co/WrQNKOms2I","['hackathon', 'ai', 'covid']"
348,"LAST CALL ❗❗❗

@VersusVirusCH is an online #Hackathon initiated in #Switzerland dedicated to developing tangible solutions to counter #coronavirus and #COVID19. 

Submit your challenge today! 
#VersusVirus #AIForGood @LF_Brunner 

Register now: https://t.co/HFMxJpmYkF https://t.co/lvv8YZuOK1","['hackathon', 'switzerland']"
349,"#CodeVsCOVID19, cool ideeas in #Zurich #hackathon, #datadriven help against #COVID19. #cloudnative rocks","['codevscovid', 'zurich', 'hackathon', 'datadriven', 'covid', 'cloudnative']"
350,Great to see the #VersusVirus #hackathon challenges we co-created with @theportatcern @gluoNNet @impacthub  and many others covered that nicely @kpotamianos @BernhardNovotny https://t.co/s6z990QahW,"['versusvirus', 'hackathon']"
351,"I'm excited to be on the jury for ""The Official Covid-19 #Hackathon of Sweden, an initiative by The Swedish Government"". #Hack on, and may there be lots of awesome ideas!💪🏻🤩🤓🥳 https://t.co/8Ab6J1IHps #hackthecrisis #sthlmtech https://t.co/yrNnOXyKqX",['hackathon']
352,"@BeautyAakter you might be interested in joining the #global #coronavirus #hackathon happening this month, bringing together over 500 people from 47 countries to tackle and solve what happens to our economies and societies in the aftermath of #COVID2019","['global', 'coronavirus', 'hackathon']"
353,"Hey @lovindubai you might be interested in joining the #global #coronavirus #hackathon happening this month, bringing together over 500 people from 47 countries to tackle and solve what happens to our economies and societies in the aftermath of #COVID2019","['global', 'coronavirus', 'hackathon']"
354,"Initiative from the startup community in Azerbaijan. Global virtual #hackathon invites tech solutions from around the world to cope with the #coronavirus pandemic. Deadline: 9 April, 2020 Register today: https://t.co/FWqe4Febn6 More info: https://t.co/IjrrpdTMco #hackthepandemic https://t.co/uOK2o3HKRr",['hackathon']
355,"🔵Let's participate to #theglobalhack, online #hackathon hackathon designed to share &amp; rapidly develop ideas for urgently needed solutions in the face of the #COVID19 current crisis, as well as to build #resilience post-pandemic. 👇
https://t.co/vdkRJC4ovV
#hackthecrisis https://t.co/kfBMcU7bK5","['theglobalhack', 'hackathon']"
356,"Let’s outsmart COVID-19 together! :)
 #JuniorOrsi #Hackathon #COVID19BE https://t.co/TfrhOwmshr","['juniororsi', 'hackathon', 'covidbe']"
357,"Global virtual #hackathon in Azerbaijan invites tech solutions from around the world to cope with the #coronavirus pandemic
Total PRIZE budget: $10 000💸

Deadline: 9 April 2020
💣Register today: https://t.co/8kjYaXXXmO
More info: https://t.co/mgBxpAHqFx

#hackthepandemic https://t.co/k3EJna3GAT","['hackathon', 'coronavirus']"
358,Sounds like the #coronavirus #hackathon would be the ideal platform for sharing ideas and discussing what happens to our communities and economies in the aftermath of #COVID2019,"['coronavirus', 'hackathon']"
359,"#problemsolvers, #creators, #innovators #developers, and #greatminds wanted for #usc #hackforhope #hackathon for #coronavirus #covid19 

Https:// https://t.co/Umu3W8yqJ5","['problemsolvers', 'creators', 'innovators', 'developers', 'greatminds', 'usc', 'hackforhope', 'hackathon']"
360,"10 #SDG campers facilitated today a 100% virtual #hackathon on the socio-economic impact of #coronavirus in #Tunisia for 60 young participants from all over the country. 

Here's a little secret..this might be @CampsSdg new weekend ritual 🤫 https://t.co/8hgoH6RRmz","['sdg', 'hackathon', 'coronavirus']"
361,"Greetings from Deutschland 🇩🇪 to all #hackthecrisis #coronavirus Europe #Hackathon teams this weekend: 🇬🇷@Crowdpolicy 🇸🇪@HackForSweden 🇳🇱@InnofestNL 🇨🇭@VersusVirusCH  - happy hacking 🚀
Our #OpenSource #Github https://t.co/Hbe5pX7z1f
#Covid_19 #CoronaPandemic #FlattenTheCuve https://t.co/aePbmq22x3","['hackthecrisis', 'coronavirus', 'hackathon']"
362,@ICON_ONG organizes a Fishbowl @ 5pm CET today on « Trustable data vs Fake News » Join us #hackathon #versusvirus @VersusVirusCH #TrustableData #FakeNews #Covid19 #DigitalTrust @VersusVirusCH @lennig @aris_ada @Heraclite @FStaehli @bizcom @fido_66 @phil_fido @mydataorg @RTSinfo https://t.co/933vntjEJw,"['hackathon', 'versusvirus']"
363,"""Hack the Crisis – India"", an Online #Hackathon, to find working solutions for overcoming COVID 19 pandemic was launched today. #IndiaFightsCorona @PMOIndia Read more... https://t.co/nmtS5v0TOj",['hackathon']
364,EUvsVirus #Hackathon to develop innovative solutions and overcome #coronavirus-related challenges | European Commission https://t.co/8p78C91Fuj via @EU_Commission,"['hackathon', 'coronavirus']"
365,"It started in Estonia! 🇪🇪I’m impressed with this #hackathon to combat #COVID19. Denmark is on Board. 🇩🇰 Also @EU_Commission  supports the Global Hack, a global tech movement to combat the coronavirus | Shaping Europe’s digital future https://t.co/sM2RBU6sBS #hackthecrisis","['hackathon', 'covid']"
366,The beauty about a #hackathon like #VersusVirus is that together we tackling an issue #coronavirus  it's many tentacles of challenges. Keep going ! We might have just started the #48hours but we are #InItTogether #Switzerland @VersusVirusCH @PlushHoney #powerofcollaboration,"['hackathon', 'versusvirus', 'coronavirus']"
367,"Estonia, eGov network from Western Balkan and IT community will organize a Global #Hackathon from 10-12 April. 
We invite all interested parties to follow the link and join this global project in the fight against #COVID19

https://t.co/WdfxOra0zJ",['hackathon']
368,"How is your Saturday so far?

I am mentoring at the #WeAgainstVirus #Hackathon organized by @HackTheAlps.

Had chat with @huhn511 about #OMA, a decentralized local marketplace that runs on #IOTA.

https://t.co/ARTC6VbudG

Together against #COVID_19 #südtirolhältzusammen https://t.co/Mr4jGGzEOR","['weagainstvirus', 'hackathon']"
369,"BREAKING 💥

Join us for our online #COVID19 Global #Hackathon where youth aged 12-24 across the globe and mentors will come together to tackle #COVID related challenges. 

Get involved:

https://t.co/6JtFWEjXsk

 #YouthvsCOVID #TeensInAI #AIforGood #COVID19 #COVID19Pandemic https://t.co/E5nGJbK09y","['covid', 'hackathon']"
370,"Happening now! The launch of the @VersusVirusCH #hackathon 

Uniting efforts against #COVID19 

Check it out!

https://t.co/htjlBFhCFZ","['hackathon', 'covid']"
371,"500 hackers confirmed ✅

🙌 https://t.co/WnThDvpPzU 🙌

#HackTheCrisis #HackTheCrisisDK #hackathon #COVID19 https://t.co/AWssWBligf","['hackthecrisis', 'hackthecrisisdk', 'hackathon', 'covid']"
372,"New in our blog: #Hacking Corona: An Overview of the Winners of Germany‘s #WirVsVirus #Hackathon – and the #Privacy Angle. #DataProtection, #GDPR and the race against #COVID19.","['hacking', 'wirvsvirus', 'hackathon', 'privacy']"
373,Our team is going live through the whole @lauzhack against #COVID19 #Hackathon! Follow us as we participate in this crazy adventure 😍 https://t.co/qk4lSSb2DE,"['covid', 'hackathon']"
374,"We're proud to announce that participants of the #VersusVirus #hackathon can use Picterra to produce tangible results in the fight against #COVID19 by detecting objects and patterns anywhere on Earth! 

@VersusVirusCH #StayHomeSaveLives 

https://t.co/NHoYXgNS3j","['versusvirus', 'hackathon']"
375,"Hi @anandmahindra did you know there is a #global #coronavirus #hackathon happening this month? With over 500 participants from 47 countries already signed up, join the global movement to solve the #challenges of what happens next! #coronavirushackathon","['global', 'coronavirus', 'hackathon']"
376,"Did you know there is a @CommonVC #global #coronavirus #hackathon happening this month? Over 500 participants from 47 countries already signed up to join the global movement, solve the #challenges of what happens next and be a part of the conversation! #coronavirushackathon https://t.co/FWwCZPULih","['global', 'coronavirus', 'hackathon']"
377,MIT #COVID19 #hackathon: a once in a generation healthcare challenge,"['covid', 'hackathon']"
378,"Together with @cybera and @pimsmath, we invite you to participate in a virtual open data science #hackathon! The goal is to build a mechanism to provide a visual data driven perspective derived from #COVID19 datasets to help inform solutions.

Learn more: https://t.co/5sUlKLDrMw https://t.co/eEXw7ukdIj",['hackathon']
379,"Fortunate to contribute to the #versusvirus #hackathon this week-end. I am mentoring students from @EPFL_en developing an app for a live online #cooking community: the Social Cooking Club. 
@VersusVirusCH #socialdistancing #food #isolation #covid19 #entrepreneurship #innovation https://t.co/P70NHDcD2P","['versusvirus', 'hackathon']"
380,"Proud to be an expert mentor at The Global Hack! The world’s largest online #hackathon. 

#theglobalhack #International #world #COVID19 #mentor 

https://t.co/jMFQPXJd7U","['hackathon', 'theglobalhack']"
381,#COVIDー19 #Hacking  innovative #solutions via the #MIT #coronavirus #Hackathon,"['covid', 'hacking', 'solutions', 'mit', 'coronavirus', 'hackathon']"
382,"The HR #Hackathon online: Build useful #HRTech in light of the #Covid19 crisis. Tickets available now. Event dates: from Fri, Apr 17th to 19th: https://t.co/xMhnvWK5i1 #HRHonline","['hackathon', 'hrtech', 'covid']"
383,"Join a virtual #hackathon brought to you by Mindstream AI. They are bringing together #biomedical and #data scientists working working with #AI to explore ways to combat #Coronavirus. 

Take part 👇  
 https://t.co/nNHhUCCFuy via @DigiCatapult","['hackathon', 'biomedical', 'data']"
384,Great initiative! The first ever virtual #hackathon in #Yemen and it will focus on designing innovative solutions to the #covid19 challenge in the country. Looking forward to it!,"['hackathon', 'yemen']"
385,"Stay tuned ..for the launch of the first ever virtual #hackathon in #Yemen. The #Corona_Hackathon_Yemen will bring together creative Yemenis to design innovative solutions to the #covid19 challenge in Yemen. 
Registration opens on 6th April 2020.
So get your ideas ready! https://t.co/XkvEFTv5I9","['hackathon', 'yemen', 'coronahackathonyemen']"
386,"Hi @MazzucatoM did you know there is a #global #coronavirus #hackathon happening this month? Over 500 participants from 47 countries already signed up to join the global movement, solve the #challenges of what happens next and be a part of the conversation! #coronavirushackathon","['global', 'coronavirus', 'hackathon']"
387,"We’d love for you guys at @DohaDebates to join the #coronavirus #hackathon to discuss, debate, challenge and solve what happens next! Already over 500 participants from 47 countries involved! #coronavirushackathon","['coronavirus', 'hackathon']"
388,@florinpop1705 have you heard about the #coronavirus #hackathon happening this month? We’d love for you to join and solve what happens next! #coronavirushackathon,"['coronavirus', 'hackathon']"
389,"#EBNMember @Cy_RIC  is inviting you to join the #HackTheCrisisCyprus - a #hackathon to collect innovative solutions to fight #COVID19 

🗓️When? 3-5 April!
💻Where? Online 

#EBNvsCOVID19 #stayhome #BICsafe #BICproud #innovation #incubation #digital

https://t.co/hpxrSn7thv https://t.co/3EjzfdaTH4","['ebnmember', 'hackthecrisiscyprus', 'hackathon']"
390,"Mentioned tracks_vp_b of #mitcovid19challenge #hackathon. Bring your ideas, would love to brainstorm!!  #COVID19 #hackthepandemic #COVID #hacking https://t.co/MmPGfR4DFZ","['mitcovidchallenge', 'hackathon', 'covid']"
391,Thanks for the inspiration @Greenpeace Did you know we are hosting a #hackathon to solve what happens after the #coronavirus we already have participants from over 47 countries! #coronavirushackathon,['hackathon']
392,join us here https://t.co/JXwWMZVce5 #openinnovation #hackathon #Corona #COVID19 #explorations4u @oeaw #k4h+ @ArsElectronica @VersusVirusCH,"['openinnovation', 'hackathon', 'corona', 'covid', 'explorationsu', 'kh']"
393,"Many local and international organizations join #virtual #hackathon to combat #coronavirus pandemic.

Read more:  ➡️ https://t.co/wIb0tyTLey

Register:  ➡️ https://t.co/xcQFMopNem

#TekkieHeroes https://t.co/TrKHdj8wjo","['virtual', 'hackathon', 'coronavirus']"
394,"Hackers assemble! Hack the Crisis is an online #hackathon on April 3–6, by @DIGG_Sverige, @HackForSweden, @OpenHackC4H and the Swedish Government to gather creative ideas and design solutions for the ongoing fight against the #COVID19 #pandemic👉🏼
https://t.co/a7UPFO74l3",['hackathon']
395,"#AI #hackathon against #Covid19 - 1st April for 2 months

To develop and launch open-source code using AI and/or #blockchain to combat COVID-19, reduce risks from future infectious outbreaks, &amp; cope with the COVID-19 pandemic situation.
Interested?
https://t.co/kXyTrny5aK","['ai', 'hackathon', 'covid']"
396,Congrats to going digital and making this #hackathon a success during #Covid19 #socialdistancing.  Well done.@uwin_compsci,"['hackathon', 'covid', 'socialdistancing']"
397,"WE did it! @UWindsor's first @MLHacks #hackathon &amp; #YQG's first fully #digital hackathon was a hit because of the community behind it!

Catch the recap of this epic event that saw 400+ participants from 5 countries pitch 77 projects for $17k+ in prizes!: https://t.co/D8TC1m1eSn https://t.co/KWfGmrbiqb","['hackathon', 'yqg', 'digital']"
398,"#swisscom #sunrise #salt and all others. Commit ideas for #covid-19 tracking and more #hackathon 
https://t.co/KU7RKRkOzw","['swisscom', 'sunrise', 'salt', 'covid', 'hackathon']"
399,"In a 72 hours #virtual #hackathon initiated by @hackzurich and @ETH_en, around 3,000 bright minds from around the world collaborated on concrete approaches to overcome the #coronavirus crisis. We spoke with the initiator Jonathan Isenring: https://t.co/Ww4Ple9YkQ #CodeVsCOVID19","['virtual', 'hackathon']"
400,"The HR #Hackathon online: Build useful #HRTech in light of the #Covid19 crisis. Tickets available now. Event dates: from Fri, Apr 17th to 19th: https://t.co/xMhnvWstTr #HRHonline","['hackathon', 'hrtech', 'covid']"
401,"Join a virtual #hackathon brought to you by Mindstream AI. They are bringing together #biomedical and #data scientists working working with #AI to explore ways to combat #Coronavirus. 

Take part 👇  
 https://t.co/nNHhUCl45Y via @DigiCatapult","['hackathon', 'biomedical', 'data']"
402,"Join this weekend’s #VersusVirus online #hackathon against #COVID19 in #Switzerland by @VersusVirusCH.
@theportatcern is a partner here as on our very first DO!Hack back in 2016. They doing an amazing jobs on humanitarian hackathons!
Participate! &gt; https://t.co/oynY2vYuY8","['versusvirus', 'hackathon', 'covid', 'switzerland']"
403,"We're proud to support #versusvirus by @ImpactHubCH, a 48h #hackathon looking to develop functional prototypes to counter the #SARSCoV2 #coronavirus with tangible solutions, by providing free access to @KargerPublisher content to all participants.
https://t.co/JxjbwHu9Yx","['versusvirus', 'hackathon']"
